"Region"	"fylkenr"	"idnr"	"densMoose16"	"densRed16"	"densRoe16"	"densreinhunters"	"densmoosehunters"	"densredhunters"	"densroehunters"	"densHuman17"	"kdensrein17"	"reinhunters17"	"moosehunters17"	"redhunters17"	"roehunters"	"humans2017"	"totareal"
"West"	"16"	92	0.290773014	0.316057624	0.711129653	0	3.90625	3.515625	4.557291667	12.55729167	0	0	150	135	175	4822	384
"North"	"17"	93	0.331170635	0.053414619	0.142438983	0	1.307189542	0.435729847	0.653594771	2.374727669	0	0	60	20	30	1090	459
"North"	"17"	94	0.630715863	0	1.20887207	0	4.858934169	0.313479624	3.761755486	13.84952978	0	0	155	10	120	4418	319
"East"	"4"	95	0.349448591	0.007341357	0.117461711	0.070895743	2.126872297	0.425374459	0.921644662	5.307255337	0	5	150	30	65	3743	705.26
"North"	"17"	96	0.668350711	0.036300198	0.170824463	0.136986301	4.109589041	1.232876712	1.712328767	5.260273973	0	10	300	90	125	3840	730
"North"	"17"	97	0.317762047	0.011348645	0.056743223	0.044014085	1.672535211	0.396126761	0.616197183	2.17165493	0	5	190	45	70	2467	1136
"North"	"17"	98	0.119733487	0	0	0	0.47318612	0.063091483	0.063091483	0.295899054	0	0	75	10	10	469	1585
"North"	"18"	99	0.173936313	0	0	0	0.577436101	0	0.037253942	0.52677074	0	0	155	0	10	1414	2684.28
"North"	"18"	100	0.264166476	0	0	0.011209121	1.300258059	0.033627364	0.168136818	5.851385448	0	5	580	15	75	26101	4460.65
"North"	"18"	101	0.278136998	0	0	0	0.830851255	0	0.151063864	3.057532617	0	0	55	0	10	2024	661.97
"North"	"18"	102	0.243248127	0	0	0	2.093465535	0.104673277	0.104673277	19.77068851	0	0	100	5	5	9444	477.68
"North"	"18"	103	0.455978006	0	0	0	1.677251134	0.088276375	0.088276375	14.14010983	0	0	95	5	5	8009	566.4
"North"	"19"	104	0.235903782	0	0	0	4.037072632	0.224281813	0.112140906	55.72281641	0	0	180	10	5	24845	445.87
"North"	"19"	105	0.265552004	0	0	0	0.828689541	0	0	3.566679786	0	0	25	0	0	1076	301.68
"North"	"19"	106	0.26197622	0	0	0	3.031178532	0	0	9.633636497	0	0	110	0	0	3496	362.9
"North"	"20"	107	0	0	0	0	0.105986471	0	0	0.803377451	0	0	15	0	0	1137	1415.27
"West"	"11"	108	0	0	2.609433101	2.892873797	8.678621392	18.08046123	14.46436899	376.3050236	0	20	60	125	100	26016	69.14
"West"	"11"	109	0	0.283946861	0	0.765709651	0.765709651	7.657096507	5.359967555	74.91703222	0	5	5	50	35	4892	65.3
"West"	"12"	110	0	1.27388535	0	0.540021442	1.080042884	12.9605146	0.540021442	86.6302397	0	5	10	120	5	8021	92.59
"West"	"12"	111	0	1.571208918	0	3.97364973	4.295837546	32.2187816	2.470106589	598.3156618	0	185	200	1500	115	278556	465.57
"West"	"14"	112	0	1.331886141	0	0	0.083730339	2.595640506	0.083730339	3.970492671	0	0	5	155	5	2371	597.16
"West"	"14"	113	0	2.117148906	0	0.153141179	0.153141179	3.369105947	0	9.387554299	0.021205357	5	5	110	0	3065	326.5
"West"	"14"	114	0	1.486141728	0	0	0.433616184	5.203394209	0.072269364	17.34320198	0	0	30	360	5	11999	691.86
"South"	"10"	115	0.120769678	0.106194027	0.395624806	0.2761258	4.418012804	4.233928937	4.32597087	16.73322349	0	15	240	230	235	9090	543.23
"South"	"10"	116	0.030649999	0.017514285	1.466821376	0.899135074	13.26224235	11.68875597	18.43226903	70.1325358	0	20	295	260	410	15600	222.44
"West"	"11"	117	0.012777376	0.157587632	0.212956259	0.242902469	0.890642385	1.700317281	1.781284771	19.27350122	0.05252612	15	55	105	110	11902	617.53
"West"	"11"	118	0.035785153	0.28985974	0.178925765	0.275353089	0.826059266	1.193196717	0.734274903	2.485520547	0.05252612	30	90	130	80	2708	1089.51
"West"	"12"	119	0	1.684892289	0	0.195960077	0.195960077	5.878802303	0.195960077	31.45551152	0	5	5	150	5	8026	255.15
"West"	"12"	120	0.042852245	0.875410157	0	0.750606065	0.321688313	1.000808086	0.107229438	2.414092077	0.159574013	105	45	140	15	3377	1398.87
"West"	"14"	121	0	1.533136202	0	0.055069242	0.055069242	2.367977409	0	4.614802485	0.028264556	5	5	215	0	4190	907.95
"West"	"14"	122	0	1.089510268	0	0.426257599	0.426257599	5.967606393	0.17050304	22.18074045	0.020579963	25	25	350	10	13009	586.5
"West"	"14"	123	0	2.038547072	0	0.074584321	0.149168643	2.013776676	0	4.548151915	0.019920072	5	10	135	0	3049	670.38
"West"	"15"	124	0	0.946674389	0	0	0.417466349	5.427062543	0.417466349	74.78492184	0	0	5	65	5	8957	119.77
"West"	"15"	125	0	0.91954023	0	5.077138113	6.092565736	42.64796015	16.75455577	479.2716836	0	50	60	420	165	47199	98.48
"West"	"15"	126	0	1.6	0	0	0	4.895646707	2.447823353	60.99975797	0	0	0	10	5	1246	20.43
"South"	"10"	127	0.113785915	0.040791177	0.418646291	0.253073492	5.314543335	4.555322859	4.934933097	5.843466934	0	10	210	180	195	2309	395.14
"South"	"10"	128	0.074748791	0.032035196	1.174623853	4.521918323	24.59923568	19.53468716	28.39764707	322.9300839	0	125	680	540	785	89268	276.43
"West"	"15"	129	0	2.507477567	0	0.444171832	0.296114555	6.662577482	0.296114555	22.78601499	0	15	10	225	10	7695	337.71
"West"	"15"	130	0	0.90465331	0.659643039	0.65756759	0.986351384	5.260540717	4.931756922	22.71238455	0	10	15	80	75	3454	152.08
"West"	"15"	131	0	1.316121588	0.540871885	1.714989951	9.718276391	21.15154273	17.14989951	279.4518959	0	15	85	185	150	24442	87.46
"South"	"7"	132	0.17721519	0.110759494	1.376582278	1.309630609	6.548153047	6.641698091	9.448049396	82.47305218	0	70	350	355	505	44082	534.5
"East"	"5"	133	0.204889891	0.016612694	0	0.090173797	1.442780747	0.81156417	0.315608288	2.728659088	0	10	160	90	35	3026	1108.97
"East"	"5"	134	0.3105888	0.029979614	0.041971459	0.052341013	2.407686589	1.622571397	1.203843295	7.090113595	0	5	230	155	115	6773	955.27
"East"	"5"	135	0.278317152	0.024811219	0.059331176	0.083918724	1.216821505	0.713309158	0.671349796	5.206317665	0	10	145	85	80	6204	1191.63
"West"	"15"	136	0.025406752	0.906825622	0.156349245	0.729525208	1.138059324	1.604955457	1.167240333	4.158877305	0.166577109	125	195	275	200	7126	1713.44
"East"	"1"	137	0.146848684	0	1.976809204	0.694081012	11.62585696	3.643925314	18.04610632	278.0523239	0	20	335	105	520	80121	288.15
"East"	"1"	138	0.071849404	0	0.9879293	1.116621988	4.466487951	1.116621988	8.374664909	50.43781519	0	10	40	10	75	4517	89.56
"East"	"1"	139	0.3151336	0	0.626581427	0.155680277	7.550493451	0.544880971	6.772092064	47.93395739	0	10	485	35	435	30790	642.34
"South"	"7"	140	0.160716336	0	0.803581678	1.734232412	6.069813443	4.33558103	12.13962689	115.3784824	0	10	35	25	70	6653	57.66
"East"	"2"	141	0.287466462	0	1.054043695	3.252885756	15.45120734	6.505771513	14.6379859	306.8935067	0	20	95	40	90	18869	61.48
"East"	"2"	142	0.505494505	0	1.483516484	0.373338042	9.706789081	2.240028249	10.08012712	128.3386852	0	5	130	30	135	17188	133.93
"East"	"2"	143	0.366461448	0	1.099384345	1.20818182	8.155227287	2.718409096	9.061363652	185.4438276	0	20	135	45	150	30698	165.54
"East"	"1"	144	0.396702958	0	0.964208578	0.194581922	3.891638441	0.97290961	4.086220363	20.76189108	0	5	100	25	105	5335	256.96
"East"	"2"	145	0.371186637	0	0	2.790259117	16.7415547	7.673212573	13.95129559	247.3564708	0	20	120	55	100	17730	71.68
"East"	"1"	146	0.478267524	0	1.052188552	0.352131442	7.394760284	1.408525768	7.394760284	40.60075527	0	5	105	20	105	5765	141.99
"East"	"5"	147	0.176460511	0.041117012	0.342641768	0.198246889	3.56844401	1.982468894	2.44504497	18.11580076	0	15	270	150	185	13707	756.63
"East"	"5"	148	0.202531646	0.039381153	0.323488045	0.356017318	2.937142876	1.602077932	2.581125557	26.50014909	0	20	165	90	145	14887	561.77
"East"	"4"	149	0.350943396	0	0.358490566	1.424727321	6.981163872	2.422036445	4.416654694	87.18761312	0.084556543	50	245	85	155	30598	350.94
"East"	"4"	150	0.279790227	0.013989511	0.524606676	0.345199873	4.211438449	1.587919415	4.004318526	28.05370327	0	25	305	115	290	20317	724.22
"West"	"16"	151	0.595494095	0.573438758	0.165415026	0.669642857	7.589285714	7.142857143	4.464285714	35.71428571	0	15	170	160	100	8000	224
"North"	"17"	152	0.600162901	0	1.178891413	0	7.236842105	3.289473684	7.236842105	34.60526316	0	0	55	25	55	2630	76
"East"	"4"	153	0.330977655	0.005295642	0.370694974	0.193513848	4.837846188	1.354596933	3.192978484	15.22179924	0	10	250	70	165	7866	516.76
"East"	"4"	154	0.323766523	0	0.323766523	0.406011375	5.548822126	2.030056875	3.518765251	20.66056551	0.084556543	15	205	75	130	7633	369.45
"East"	"4"	155	0.275901376	0.013613555	0.095294883	0.610087811	5.816170463	1.545555787	2.399678722	17.15241544	0	75	715	190	295	21086	1229.33
"West"	"16"	156	0.202205882	0.007352941	0	0	0.677200903	0.376222724	0.300978179	0.64785553	0	0	90	50	40	861	1329
